,artist,lyrics,song,label
956,Julia Holter,"Baby salt baby tears
Go catch me under the window
Go catch me under the doorway

Baby salt feeding tears
Go cath me under the window
Go catch me under the doorway

Why tears?
So slow

You're the weight of the moon
You're the perfect story
I can see you drinking my thoughts
This plane is taking off

Why tears?
So slow",Boy in the Moon,0.0394
957,Julia Holter,"But I can see 
Singing 
Far

Will you come go?
Will you come go?
Will you come go with me?
Will you come go?
Will you come go?
Will you come go with me?

Waking my heart I wait my gardens patiently 
Waking my heart I'm waiting for garden patiently 

Many many moons, many many moons I don't see you 
Many many moons, many many moons I don't see you 
You keep so 
Many many moons, many many moons I don't see you ohh

What my heart blues 
Be a skip through, be a skip through, be a skip through 
This three words to you 
Nothings reveals through your feelings inside me 
Oh nothing recall to your inside you and me 

Will you come go?

Will you come go?
Will you come go with me?
Will you come go?
Will you come go?
Will you come go with me?

Nothing reveals the feelings inside me 

Mister so bust 
Do you know where this way this
A fight through the
Don't wish floating 
The is love and always flow

This is some shore, this is some shore to can swim to 
Is this some shore, is this some shore to can swim to 


Behind my own heart seem sincerely
Behind my own heart seem sincerely 
Behind my own heart seem sincerely 
Ohh behind my own heart seem sincerely 
Ohh behind my own heart seem sincerely",Four Gardens,0.313
958,Julia Holter,"I can see you with my eyes if I 
Look it right I can see you with my eyes if I 
Look it right I can see you with my eyes if I 
Look it right 
Goddess eyes I found
I can see you with my eyes if I 
Look it right 
Goddess eyes I
I can see you with my eyes if I 
Look it right 
If you thought you are dear to me
Dear to me
No more
I can see you with my eyes if I 
Look it right 
If you thought you are dear to me
Dear to me
No more
I can see you with my eyes if I 
Look it right 

A mighty goddess you found

I can see you with my eyes if I 
Look it right 
A mighty goddess you found
I can see you with my eyes if I 
Look it right 
A mighty goddess you found
I can see you with my eyes if I 
Look it right 
No more 
If you thought you are dear to me
Dear to me
No more
I can see you with my eyes if I 
Look it right 
If you thought you are dear to me
Dear to me
No more
I can see you with my eyes if I 
Look it right",Goddess Eyes I,0.183
959,Julia Holter,"I can see you in my eyes to note you
I can see you in my eyes and tonight 

I know that you I feel the power
I know you that you I feel the power
I was right 
I was call right now 
I was dark and round 

I can see you in my eyes and know you

You lost who I but not just
I was swimming and burn 
I my heart seem so ooh 
My heart hurt so
My heart burn so 

So dark 

I can see with my eyes you know a lot to
I can see with my eyes you know a lot to
No one I can see that in the dark

No one I can see you yeah in my eyes to your heart 
I see you 
I can see with my eyes you know a lot to
I can see with my eyes you know a lot to 

I can see with my eyes you know a lot to 
I can see with my eyes you know a lot to",Goddess Eyes II,0.183
960,Julia Holter,"In this very room
We spent the day and looked over antiquities
Don't you remember?

Do I know you?
I can't recall this face, but I want to

In this very room, we flew across the sea
In the ship Saturnia
Don't you remember?

I can't remember your face
But I hope the ship will carry us there
In the ship Saturnia",In the Same Room,0.108
961,Julia Holter,"I gave you a statue
Wonder why they're so still on label
Could it be
Talk to me to be bull or
Ten signs that read silence
Ten signs that read silence
Ten signs to
Possible to say
Ten signs that read silence
So born skin
Impossible to say
Ten signs that read silence
Frozen green, what's life
Impossible to say
I can't hear
Oh, oh, oh
Talk to me
The human whispers so cold
A few more sights
Don't be
The human whisper so cold",Marienbad,0.183
962,Julia Holter,"All of us have moved on
From the author that we lived in
Too late to moved on
Hear to call your name
If you come for our sorrows
If you call out call out call out 
Needing is the best start
Early morning look out
Dizzy from the call your name
Want to want to want to
Birds are singing loud all around us
Call up call up call up
I will follow if you call out call out call out
I will follow you
If you call out call out call out
I will follow you
If you call out call out call out
I will follow you",Our Sorrows,0.0583
963,Julia Holter,"We are moved by your radiance
I have brought you this gold crown
I spliced its flowers together
Only the bees looking for flowers in spring go freely through the cool grass
Your voice is distinct in my ears
Now blessed lady, take this
Embellish your gold hair
No man alive approaches my good luck to ride with you
Though your face I never see
may my love go throughout life
as strong at the finish as now
at the turning point
This comes from a faithful hand",Celebration,0.0366
964,Julia Holter,"A rock there is where, as they say, the ocean dew distills
And from its beetling brow, there pours a copious stream for pitchers to be dipped therein
'T was here I had a friend washing robes of purple in the trickling stream
And she was laying them out to dry on the face of a warm and sunny rock
From her I heard the tidings
See, here the wretched sufferer comes
His youthful flesh and golden hair have lost their beauty
Oh, what pain
What double grief has fallen on these halls and swooped on them from heaven",The Falling Age,0.0328
965,Julia Holter,"So lillies, so tenderly when my dreams reflect them
Seeming fragrant, ah
Were sun in their grief
Your white of the dream
Unbinding my hands with my head
While enclosed in your violet grace
So lost, boredom and fountains
Wickedly, eyes
When will they turn around?",So Lillies,0.312
966,Julia Holter,"Try to make yourself a work of art like me you can't
See?
Only me
What your mind, so sound and safe, cannot know
This was my plot",Try To Make Yourself a Work of Art,0.034
967,Julia Holter,"My first thought was
There are so many days of rain
In Mexico City
A good reason to go
You know I love to run away from sun

Is it time to dance?
I'll fall you know I like to fall
I'm hopeful for
The rush hour car
Stares and
The memory of your piano

Can I feel you? Are you
Mythological?

Figures pass so quickly
That I realize my
Eyes know very well
It's impossible to see
Who I'm waiting for
In my raincoat

The time change worked well
I had a good excuse for being late
But I pushed open the door
The room was empty all the people gone

When the cab pulled up
I laughed, I forgot where I was going
There I stood mystified
I could give no reason for my frozen stare

Am I heading toward you?
It's a hot day
Can I feel you? Are you
Mythological?

Figures pass so quickly
That I realize my
Eyes know very well
It's impossible to see
Who I'm waiting for
In my raincoat

All these perfumes
In this parking lot
Thousands of people pass through
On the festival day
Playing their saxophones
I see a flashing light
I'm blinded by the possibility",Feel You,0.381
968,Julia Holter,"I'll take my time here, there's no reason to rush
I'd even let the cattle ride away--I wouldn't blink an eye
No I wouldn't blink an eye

He walks by me painting a freeway to go far
But I ride his motorcycle round and round him twenty times
I go nowhere twenty times

Oh, every time I do put on boots
I feel the charge like I've a good thing to run to
But I only hear the rattlesnake winds
They blow dust and I'm helpless to fight back

Can you bring me
A fresher perspective please?
Should I be a prouder conqueror
Just bathing in the light?

Oh true it's brighter than
Sky we left years ago
I'll take a photograph and pass it by my eyes
Everytime
I decamp so wearily

Oh, every time I do put on boots
I feel the charge like I've a good thing to run to
But I only hear the rattlesnake winds
They blow dust and I'm helpless to fight back",Everytime Boots,0.153
969,Julia Holter,"Shake me awake!
Am I the man you see
Through your mystery eyes?
Oh yea, I second that emotion

You'll see lightning cascading
Pronouncements of our love

Lady of gold, you would fit beautiful in my wilderness
In your waters I've dropped anchor

You'll see lightning cascading
Pronouncements of our love

Tell me, why do I feel you running away?",Have You in My Wilderness,0.201
970,Julia Holter,"Sally, things close early
It's a holiday
They tell me

How long
Have you lived here?
Have you seen
The river?

Do you know the proper way
To ask for a cigarette?

I'm asking before winter comes

Stay here with me 'til morning
With the three-man orchestra playing
I ask a fortune teller
What they whisper when
I walk by

Do you know the proper way
To ask for a cigarette?
I'm asking before winter comes

All the people run from the horizon
All the people run from the horizon
All the people run from the horizon
All the people run from the horizon
All the people run from the horizon
Staying late, waking late, on the horizon
All the people run from the horizon",How Long?,0.0503
971,Julia Holter,"Late nights in Lake Park
I wait for you to see me
My eyes open, standing watch for hours
Wearing your favorite thing

I awoke pleasing you so slowly
I'm giving you time
The soft light
On your man brow
I'm asking you to show me how

Show me now
Show me a second face
Show me how you make
Your second face

Fingers situate themselves in dark,
Moving the way that is so easy
And in summer bright your shout
On the surface, warm

I throw a box full of oranges,
Syrup seeping out
Searching for a season smell
I run from you then walk back to you
Who I don't know
Sniffing for a light

Show me now
Show me a second face
Show me how you make
Your second face

What did I do to make you feel so bad?
What did I do that you would make me feel so bad?",Night Song,0.14
972,Julia Holter,"Tonight the birds are watching me
Do they have more important things to do?
What of hearts in diamonds?
Oh I don't understand
I don't understand

Into Maxim's we will see them walk
Will they eat a piece of cheese or will they talk?
When they're loud enough we can hear their words
By night we are inquisitory birds
Some nights we are asked if we ever tire
Of gazing at their heels and everyday desires
Remember every dewy tale written of their loves?
Compare them to the ones they touch in front of us

We do not dance a story for you
Gil Blas bored whispers awakening the beast in me
Go!
Find your feet
Drink some blood
Say it to my face
If you want to be starting something
If you want to be starting something",Maxim's I,0.0452
973,Julia Holter,"Betsy on the roof
I can't send the rain down, baby 
I can't send the rain down anymore

""Uh oh!"" she said
""Uh oh!"" she said, ""Uh oh""
""Uh oh!"" she said
""Uh oh!"" she said, ""Uh oh""

What of this cloud?
What of this cloud?
What of this cloud?
What of this cloud?

Moon and emotion
Elsewhere is my name now
We don't dim the lights down anymore

""Uh oh!"" she said
""Uh oh!"" she said, ""Uh oh""
""Uh oh!"" she said
""Uh oh!"" she said, ""Uh oh""

Oh, ooh, I can't remember the words to say to you
I don't remember the words to say to you

I'm standing here on the ground, Betsy
My arms stretched out, looking up
Won't you please tell me the answer?
You know the answer, Betsy

I'm standing here on the ground, Betsy
My arms stretched out, looking up
Won't you please tell me the answer?
You know the answer, Betsy

I'm standing here on the ground, Betsy
My arms stretched out, looking up
Won't you please tell me the answer?
You know the answer, Betsy",Betsy on the Roof,0.0897
974,Julia Holter,"Let me tell you about
Faces I see

The stately, the rugged
Under dirt
And sun umbrellas
Their eyes on the gun

Some puppy eyes
Some fierce lady eyes
Some warm gentleman eyes
But some eyes
That can't look into mine
Look into mine

""Bandido""
They call me
No one knows the story
I hate an imperious glance
In the gold country

I'm writing her a love song
How we fall into a dream in the rocks
Our rocks
They found me there
Chased after me
I crawled away quickly
Wasn't sure if i was lost or if I was running away again
Up what you now call the fourteen
I was a runner up the fourteen
Their mouths move
Say they wanna be the good guys
They wanna be triumphant

They put me to sleep
On diagonal rocks
So no one knows the story
I hate an imperious glance
In the gold country
In the gold

No one knows the story
Of ""Bandido""
In the gold country
""Bandido""
No one knows the story
I hate an imperious glance
In the gold country
In the gold country",Vasquez,0.221
975,Julia Holter,"So
In this late hour
Maybe trouble
Maybe fantasy
It's too hot for winter
Patience, violent heart

Bright blue flames under my fingers
I'm taken by surprise
Taken through the city
Storm on my back

It is the hand of love so rough
What we're feeling for the first time?
Does Claire love too, or Julie? Do they love?
When Lis feels the way I do
Can I feel her percuss through the city?

Through the city
All the phones are ringing 
with the restaurant's complaint
Even the regular customers have left early tonight
Walked out without a hat
Everyone has left early without a hat
A fire without a hat

All the birds of the world make their way over
With new softer songs to sing
All the birds of the world make their way over
With new softer songs to sing

The moon is true
Maxim's on fire
Gigi swimming
Oh, I see my love swimming
Moon, you know disaster from a warm bath

All who are muffled by the squall
Doesn't love scare them?
Screamers on the balconies
Trombones on the roofs
The screamers who fell in love or died
City appearing",City Appearing,0.0376
976,Julia Holter,"I call my name aloud
Looking for what I remember
My name I know
I love going to the movies

I turn and see my childhood home
On this new beach where strange bird fly
These birds swoop right over
Looking out for me

""Who is she?""
""Where does she come from?""
The birds sang so loud

""Oh she's been marooned, oh
Can anybody help her?""

""Oh she's been marooned
Can anybody help her?"" (oh)

""Oh she's been marooned
Can anybody help her?""

The sun comes up
Slower than I remember
A man I know
He lights his cigarette with nothing
Not a smile or memory
His shadow still wet as my gash against the the rock
Sharp and high on the Balearic promontory
I see his ship go
What stings me?
These birds can't stop the waves

""Oh she's been marooned, oh
Can anybody help her?"" (oh)

""Oh she's been marooned (oh)
Can anybody help her?"" (oh, oh, oh, oh, oh, oh, oh, oh)

The birds can sing a song
""He covered me in cactus""
The birds can sing a song
""I don't remember much but""
The birds can sing a song
""He turned me around""
The birds can sing a song
""My mouth quivered""
The birds can sing a song
""It's 4 am""
The birds can sing a song
""The man is gone""
The birds can sing a song
""The man is gone""
The birds can sing a song
""Good riddance, he is gone""
""His billhook caught their eyes""
""Blood is on his billhook""
""His billhook caught my neck""
""How unnaturally I gaze""
""How unnaturally I gaze""
""I gaze at nothing""
""I gaze at nothing""
""My emerald is gone""
""He lifts my hand""
""He lifts my hand""
""I hear him""
""I hear him""

Oh, oh, oh, oh, oh,
I don't know much but

""Oh she's been marooned
Can anybody help her?""",Lucette Stranded on the Island,0.231
977,Julia Holter,"I don't need no one to follow, feathers full
Get up early just to charm unawakened souls
When the sea called me
When the sea called me home

I can't swim, it's lucidity, so clear
I can't swim, it's lucidity, so clear
I can't swim, it's lucidity, so clear

It's no wonder they're shipping all my clothes
Wear the fog, I'll forget the rules I've known
Look in cloud's mirror
When the sea calls me home

I can't swim, it's lucidity, so clear
I can't swim, it's lucidity, so clear
I can't swim, it's lucidity, so clear
I can't swim, it's lucidity, so clear

I hear small words from the shore
No recognized pattern",Sea Calls Me Home,0.272
978,Julia Holter,"I go out to find
The one with whom I've seen
All hour's moons
Once the curtains lifted
And he said ""I will swim to you""

Language is such a play 
He called his exit, but his eyes are irresolute
What pasts still sit today?
I feel I'm walking around in blue

He can hear me sing
He can hear me sing
Though he is far
I'll never lose sight of him

He turned to me then looked away
A silhouette
A silhouette
Still returns to me

I'll hand him his coat
It's exactly where he left it long ago
We'll fall all over floorboards
I lose my breath just envisioning the scene
Mysteries that wake up late, the table's set
And the painting of his face
No time to hesitate
I cede all my love and play your abandoned fool

Though he is far
I'll never lose 

He turned to me 
He turned to me and looked away

A silhouette
A silhouette returns to me
A silhouette

A silhouette
A silhouette returns to me
A silhouette

A silhouette returns to me",Silhouette,0.535
979,Julia Lee,"It was down by old Joe's barroom, on the corner of the square
They were serving drinks as usual, and the usual crowd was there
On my left stood Big Joe McKennedy, and his eyes were bloodshot red
And he turned his face to the people, these were the very words he said

I was down to St. James infirmary, I saw my baby there
She was stretched out on a long white table, 
So sweet, cool and so fair

Let her go, let her go, God bless her
Wherever she may be
She may search this whole wide world over
Never find a sweeter man as me

When I die please bury me in my high top Stetson hat
Put a twenty dollar gold piece on my watch chain
The gang'll know I died standing pat

Let her go, let her go God bless her
Wherever she may be
She may search this wide world over
Never find a sweeter man as me

I want six crapshooters to be my pallbearers
Three pretty women to sing a song
Stick a jazz band on my hearse wagon
Raise hell as I stroll along

Let her go Let her go
God bless her
Wherever she may be
She may search this whole wide
World over
She'll never find a sweeter
Man as me",St. James Infirmary,0.501
980,Julia Macklin,"Ah look at all the lonely people
Ah look at all the lonely people

Eleanor Rigby, picks up the rice
In the church where a wedding has been
Lives in a dream
Waits at the window, wearing the face 
That she keeps in a jar by the door
Who is it for

All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?

Father McKenzie, writing the words
Of a sermon that no one will hear
No one comes near
Look at him working, darning his socks
In the night when there's nobody there
What does he care

All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?

Ah look at all the lonely people
Ah look at all the lonely people

Eleanor Rigby, died in the church
And was buried along with her name
Nobody came
Father McKenzie, wiping the dirt
From his hands as he walks from the grave
No one was saved

All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?",Eleanor Rigby,0.345
981,Julia Michaels,"It's electric how my lipstick
Makes its own way right into your kiss, and
It's pathetic how we both get
Kinda fucked up, hanging on each other
We're ahead now, should we slow down?
Should we slow down now?

'Cause I'm getting some kind of shake without you

Uh-huh! I think you're movin' in too close
But I think that it's my body wanting it the most, like
Uh-huh! I don't know what it is I feel
But I know it's my emotions going in for the kill, like

Uh-huh! (Uh-huh!) Uh-huh! (Uh-huh!)
But I know it's my emotions going in for the kill

It's electric how symmetric
We both get when you lay beside me
It's phonetic how our mouths grip
Almost too tight to the words we're sayin'
We're in deep now, should we slow down?
Should we slow down now?

'Cause I'm getting some kind of shake without you

Uh-huh! I think you're movin' in too close
But I think that it's my body wanting it the most, like
Uh-huh! I don't know what it is I feel
But I know it's my emotions going in for the kill, like

Uh-huh! (Uh-huh!) Uh-huh! (Uh-huh!)
But I know it's my emotions going in for the kill, like
Uh-huh! (Uh-huh!) Uh-huh! (Uh-huh!)
But I know it's my emotions going in for the kill

Goin' in for the kill
Goin' in for the kill

It's rare when the panic in my mind
Feels so damn good
Woo!

Uh-huh! I think you're movin' in too close
But I think that it's my body wanting it the most, like
Uh-huh! I don't know what it is I feel
But I know it's my emotions going in for the kill, like

Uh-huh! (Uh-huh!) Uh-huh! (Uh-huh!)
But I know it's my emotions going in for the kill, like
Uh-huh! (Uh-huh!) Uh-huh! (Uh-huh!)
But I know it's my emotions going in for the kill

Goin' in for the kill
Goin' in for the kill
Uh-huh!",Uh Huh,0.567
982,Julia Michaels,"I'm jealous, I'm overzealous
When I'm down, I get real down
When I'm high, I don't come down
I get angry, baby, believe me
I could love you just like that
And I could leave you just this fast

But you don't judge me
'Cause if you did, baby, I would judge you too
No, you don't judge me
'Cause if you did, baby, I would judge you too

'Cause I got issues
But you got 'em too
So give 'em all to me
And I'll give mine to you
Bask in the glory
Of all our problems
'Cause we got the kind of love
It takes to solve 'em

Yeah, I got issues
And one of them is how bad I need you

You do shit on purpose
You get mad and you break things
Feel bad, try to fix things
But you're perfect
Poorly wired circuit
And got hands like an ocean
Push you out, pull you back in

'Cause you don't judge me
'Cause if you did, baby, I would judge you too
No, you don't judge me
'Cause you see it from same point of view

'Cause I got issues
But you got 'em too
So give 'em all to me
And I'll give mine to you
Bask in the glory
Of all our problems
'Cause we got the kind of love
It takes to solve 'em

Yeah, I got issues
And one of them is how bad I need you

(I got issues, you got 'em too)
And one of them is how bad I need you
(I got issues, you got 'em too)

'Cause I got issues
(I got)
But you got 'em too
So give 'em all to me
(You got 'em too)
And I'll give mine to you
Bask in the glory
(I got issues)
Of all our problems
'Cause we got the kind of love
(You got 'em too)
It takes to solve 'em

Yeah, I got issues (I got)
And one of them is how bad I need you (You got 'em too)
Yeah, I got issues (I got issues)
And one of them is how bad I need you (You got 'em too)
Yeah, I got issues (I got)
And one of them is how bad I need you",Issues,0.455
983,Julia Rain,"For the love of a woman a man unlocks his heart
And reveals all the secrets it holds
And the love of a woman will find his better part
When he gives her the key to his soul


He will listen to her dreams
He will ask her what she needs
He will help her build the life she wants to live
He will hold her when she cries
With a love that never dies
All these things he will give
For the love of a woman

For the love of a woman a man will sacrifice
While he waits for a moment of grace
With the love of a woman a man will pay the price
For the trust that he sees in her face
He will open any door
Leave the life he knew before
To convince her that he's all she'll ever need
And when he's afraid to start
He will step into the dark
'Cause he knows she'll give his eyes the power to see
With the love of a woman

And her promises to help her dreams come true
No there's nothing in this world that he won't do

Though he's not a work of art
He will try with all his heart
To become the man she knows that he can be
With the love of a woman
The love of a woman
He will give his life
For the love of a woman",For the Love of a Woman,0.322
984,Julia Rich,"Blue moon you saw me standing alone
Without a dream in my heart
Without a love of my own
Blue moon, you knew just what I was there for
You heard me saying a prayer for 
Someone I really could care for
And then there suddenly appeared before me
The only one my arms will ever hold
I heard somebody whisper ""Please adore me""
And when I looked, the moon had turned to gold!
Blue moon! 
Now I'm no longer alone
Without a dream in my heart
Without a love of my own",Blue Moon,0.246
985,Julia Rich,"Woo, 
Wo-o-oo-wo-wo, 
Wo-o-oo-wo-wo, 
Wo-o-oo-wo-wo
When the deep purple falls
Over sleepy garden walls
And the stars begin to twinkle in the night
In the mist of a memory
You wander all back to me
Breathing my name with a sigh

In the still of the night
Once again I hold you tight
Tho' you're gone your love lives on when light beams
And as long as my heart will beat
Sweet lover, we'll always meet
Here in my deep purple dreams

When the deep purple falls
Over sleepy garden walls
And the stars begin to twinkle
In the night
In the mist of a memory
You wander all back to me
Breathing my name with a sigh

In the still of the night 
Once again I hold you tight
Tho' you're gone your love lives on when moonlight beams
And as long as my heart will beat
Sweet lover, we'll always meet
Here in my deep purple dreams
And as long as my heart will beat
Sweet lover, we'll always meet
Here in my deep purple dreams
Wo-o-oo-wo-wo, 
Wo-o-oo-wo-wo, 
Wo-o-oo-wo-wo",Deep Purple,0.405
986,Julia Rich,"Lullaby of Birdland, that's what I 
Always hear when you sigh
Never in my wordland 
Could there be ways to reveal
In a phrase how I feel

Have you ever heard two turtle doves
Bill and coo when they love?
That's the kind of magic 
Music we make with our lips when we kiss

And there's a weepy old willow
He really knows how to cry
That's how I'd cry in my pillow
If you should tell me farewell and goodbye

Lullaby of Birdland whisper low
Kiss me sweet and we'll go
Flyin' high in Birdland
High in the sky up above
All because we're in love",Lullaby of Birdland,0.291
987,Julia Rich,"Whether you are here or yonder, 
Whether you are false or true
Whether you remain or wander, 
I'm growing fonder of you
Even though your friends forsake you, 
Even though you don't succeed
Wouldn't I be glad to take you, 
Give you the break you need

More than you know, more than you know
Girl of my heart, I love you so
Lately I find you're on my mind
More than you know

Whether you're right, whether you're wrong
Girl of my heart, I'll string along
You need me so
Much more than you'll ever know (ever know)        
Loving you the way that I do      
  
There's nothing I can do about it        
Loving may be all you can give        
But baby I can't live without it
Oh, how I'd cry, oh, how I'd cry
If you got tired and said ""Good-bye""

More than I'd show
More than you'd ever know",More Than You Know,0.191
988,Julia Rich,"Moonlight and magnolia, starlight in your hair
All the world a dream come true
Did it really happen, was I really there, was I really there with you?
 
We lived our little drama, we kissed in a field of white
And stars fell on Alabama last night
I can't forget the glamor, your eyes held a tender light
And stars fell on Alabama last night
I never planned in my imagination a situation so heavenly
A fairy land where no one else could enter
And in the center just you and me, dear
My heart beat like a hammer, my arms wound around you tight
And stars fell on Alabama last night
 
We lived our little drama, we kissed in a field of white
And stars fell on Alabama last night
I can't forget the glamor, your eyes held a tender light
And stars fell on Alabama last night
I never planned in my imagination a situation so heavenly
A fairy land where no one else could enter
And in the center just you and me, dear
My heart beat like a hammer, my arms wound around you tight",Stars Fell on Alabama,0.189
989,Julia Rich,"Love is funny or it's sad, 
Or it's quiet or it's mad,
It's a good thing or it's bad,
But beautiful!

Beautiful to take a chance
And if you fall, you fall,
And I'm thinking I wouldn't mind at all.
Love is tearful or it's gay.
It's a problem or it's play,
It's a heartache either way,
But beautiful!

And I'm thinking if you were mine
I'd never let you go,
And that would be but beautiful I know.",But Beautiful,0.108
990,Julia Rich,"To lead a better life
I need my love to be here

Here, making each day of the year
Changing my life with a wave of her hand
Nobody can deny that there's something there
There, running my hands through her hair
Both of us thinking how good it can be
Someone is speaking, but she doesn't know he's there

[Chorus: x2]
I want her everywhere
And if she's beside me I know I need never care
But to love her is to need her everywhere
Knowing that love is to share
Each one believing that love never dies
Watching her eyes and hoping I'm always there

I will be there
And everywhere
Here, there and everywhere","Here, There and Everywhere",0.287
991,Julia Rich,"In A Sentimental Mood 
I can see the stars come thru my room
While your loving attitude
Is like a flame that lights the gloom
On the wings of ev'ry kiss 
Drift a melody so strange and sweet
In this sentimental bliss you make my 
Paradise complete
Rose pearls seem to fall
It's all like a dream to call you mine
My heart's lighter thing 
Since you made me this night a thing divine
In A Sentimental Mood 
I'm within a world so heavenly
For I never dreamt 
That you'd be loving sentimental me
In A Sentimental Mood 
I can see the stars come thru my room
While your loving attitude 
Is like a flame that lights the gloom
On the wings of ev'ry kiss 
Drift a melody so strange and sweet
In this sentimental bliss you make my 
Paradise complete
Rose pearls seem to fall
It's all like a dream to call you mine
My heart's lighter thing 
Since you made me this night a thing divine
In A Sentimental Mood 
I'm within a world so heavenly
For I never dreamt 
That you'd be loving sentimental me",In a Sentimental Mood,0.125
992,Julia Rich,"Love is lovelier the second time around
Just as wonderful with both feet on the ground
It's that second time you hear your love song sung
Makes you think perhaps that love, like youth, is wasted on the young
Love's more comfortable the second time you fall
Like a friendly home the second time you call
Who can say what brought us to this miracle we've found?
There are those who'll bet  love comes but once, and yet
I'm oh, so glad we met the second time around
Who can say what brought us to this miracle we've found?
There are those who'll bet  love comes but once, and yet
I'm oh, so glad we met the second time around",The Second Time Around,0.371
993,Julia Rich,"Once there was a wicked witch in the lovely land of Oz
And a wickeder, wickeder, wickeder witch there never, never was
She filled the folks in Munchkin land with terror and with dread
'Till one fine day from Kansas way a cyclone caught a house 
That brought the wicked, wicked witch her doom 
As she was flying on her broom
For the house fell on her head and the coroner pronounced her dead
And thru the town the joyous news was spread
 
Ding-dong, the witch is dead! Which old witch? The wicked witch
Ding-dong, the wicked witch is dead
Wake up, you sleepy head, rub your eyes, get out of bed
Wake up, the wicked witch is dead!
She's gone where the goblins go below, below, below, yo ho
Let's open up and sing, and ring the bells out
Ding-dong! the merry-o sing it high, sing it low
Let them know the wicked witch is dead
 
Ding-dong, the witch is dead! Which old witch? The wicked witch
Ding-dong, the wicked witch is dead
Wake up, you sleepy head, rub your eyes, get out of bed
Wake up, the wicked witch is dead!
She's gone where the goblins go below, below, below, yo ho
Let's open up and sing, and ring the bells out
Ding-dong! the merry-o sing it high, sing it low
Let them know the wicked witch is dead
",Ding Dong! The Witch Is Dead,0.746
994,Julia Rich,"Why do robins sing in December
Long before the Springtime is due?
And even though it's snowing, violets are growing
I know why and so do you
Why do breezes sigh every evening whispering your name as they do?
And why have I the feeling stars are on my ceiling?
I know why and so do you
When you smile at me I hear gypsy violins
When you dance with me, I'm in heaven when the music begins
I can see the sun when it's raining, hiding every cloud from my view
And why do I see rainbows when you're in my arms?
I know why and so do you
 
Why do robins sing in December
Long before the springtime is due?
And even though it's snowing, violets are growing
I know why and so do you
Why do breezes sigh every evening whispering your name as they do?
And why have I the feeling stars are on my ceiling?
I know why and so do you
When you smile at me I hear gypsy violins
When you dance with me, I'm in heaven when the music begins
I can see the sun when it's raining, hiding every cloud from my view
And why do I see rainbows when you're in my arms?
I know why and so do you",I Know Why,0.18
995,Julia Rich,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my loving, I will send to you
All my loving, darling I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my loving, I will send to you
All my loving, darling I'll be true
All my loving, all my loving
Woo, all my loving, I will send to you",All My Loving,0.494
996,Julia Stone,"She's got this kind of love
Why don't we let her know
She's got this kind of hope
Why don't we let her know

Maybe she got what she came for
Laying naked on the pine floor
Lonely we dance around the dying
Maybe she got what she came for
Lying naked on the pine floor 
Lonely we dance around the dying
Maybe she got what she came for

Don't be scared I'm not here 
For your heart
Don't be scared I'm not here 
For your reasons
Don't be scared I'm just here for
The radio that plays in the background
While you're asking me to go",Maybe,0.0583
997,Julia Stone,"I can feel your heart beat,
When I'm all alone. 
I can feel your heartbeat like it's my own.

I can hear your music from a million miles away,
The angels got right when they made you they way they made you.
Sometimes I wonder if you're made from bones and skin 
Or are you something for me to begin again, again. 

This love, this love 
This love, this love.

I will build you a mountain,
So you can see
All the away across the universe
To me.

I will build you shelter for when the days are cold .
I will be your shelter for when were old and kind

This love, this love,
This love, this love, 
This love, this love 
This love, this love.",This Love,0.272
998,Julia Stone,"He's a dog
But he's dressed up like a sheep
Got bones all through the backyard
But he likes to drink tea

We play scrabble on the weekend
And he talks about the weather most of the time
I thought my sacred body with him
It would be fine

And I walked into the doorway
He slid across the room
My heart, it started racing
I just didn't know what to do

And he laid me on the floor
And my screams they go unheard
The lady living next door
Well, she's 6 feet under the dirt

Daddy, why don't you protect me?
Someone's gonna hurt me, there's nothing I can do
Daddy, why don't you protect me?
Someone's gonna hurt me, there's nothing I can do

He's a dog
But he's dressed up like a sheep
He's got bones all through the backyard
But he likes to fool me

And I travel through the doorway
I thought I'd be fine
But it's not the way it's gonna go
This time

Daddy, why don't you protect me?
Someone's gonna hurt me, there's nothing I can do
Daddy, why don't you protect me?
Somebody is going to hurt me, there's nothing I can do

And all this time I needed you
And all this time I wanted you
You can't hear me now, can't hear me now
Like you do

Daddy, why don't you protect me?
Someone's gonna hurt me, there's nothing I can do
Daddy, why don't you protect me?
Somebody is going to hurt me, there's nothing I, I can do",Winter on the Weekend,0.0664
