,artist,lyrics,song,label
6965,Gypsy & the Cat,"Looking back, to the past, 
I see you your smile it lasts
Sitting here, my heart is cold, 
Over there I see a glow
Now you've caught me in a stare
And it's hard for me to bear
You watching me watching you

The train has passed, she is gone, 
A chance is lost a memory's born
If I knew, where you're going, 
I'd ride the breeze and catch you there
All I had was a perfect view
Watching me watching you

Now we wait for to pass
In an empty hour glass
These moments take me back to you
Watching me watching you

I'm falling out, lost in love, 
I can see the light of day
I'm drifting back, to the shore, 
I'll be walking tall again
And you've got me in a stare
And it's hard for me to bear
I can't win and I can't lose
I'm watching me watching you

Now we wait for to pass
In an empty hour glass
These moments take me back to you
Watching me watching you

And you've got me in a stare
And it's hard for me to bear
I can't win and I can't lose
I'm watching me watching you

Now we wait for to pass
In an empty hour glass
These moments take me back to you
Watching me watching you","Watching Me, Watching You",0.508
6966,Gypsy Eden,"Look at me
I'm as helpless as a kitten up a tree
And I feel like I'm clinging to a cloud
I can't understand
I get misty, holding your hand

Walk my way
And a thousand violins begin to play
Or it might be the sound of your hello
That music I hear
I get misty the moment you're near

You can say that you're leading me on
But it's just what I want you to do
Don't you realize how hopelessly I'm lost
That's why I'm following you

On my own
Would I wander through this wonderland alone
Never knowing my right foot from my left
My hat from my glove
I get misty, and too much in love

I'm too misty, and too much in love",Misty,0.487
6967,Gypsy Eden,"You go to my head
And you linger like a haunting refrain
And I find you spinning round in my brain
Like the bubbles in a glass of champagne

You go to my head
Like a sip of sparkling burgundy brew
And I find the very mention of you
Like the kicker in a julep or two

The thrill of the thought
That you might give a thought to my plea, cast a spell over me
Still I say to myself get a hold of yourself
Can't you see that it never can be?

You go to my head
With a smile that makes my temperature rise
Like a summer with a thousand July's
You intoxicate my soul with your eyes

Though I'm certain that this heart of mine
Hasn't a ghost of a chance in this crazy romance
You go to my head
You go to my head",You Go to My Head,0.0962
6968,Gypsy Hombres,"I just came back from a lovely trip along the Milky Way
Stopped off at the North Pole to spend a holiday
I called on dear old Santa Claus
To see what I could see
He took me to his workshop 
And told his plans to me, so
 
[Chorus]
You better watch out, you better not cry
Better not pout, I'm telling you why
Santa Claus is comin' to town
He's making a list and checking it twice
Gonna find out who's naughty and nice
Santa Claus is comin' to town
He sees you when you're sleepin'
He knows when you're a wake
He knows if you've been bad or good
So be good for goodness sake
Oh! You better watch out, you better not cry
Better not pout, I'm telling you why
Santa Claus is comin' to town
 
With little tin horns and little toy drums
Rooty toot toots and rummy tum tums
Santa Claus is comin' to town
And curly head dolls that toddle and coo
Elephants, boats, and kiddie cars too
Santa Claus is comin' to town
Then kids in Girl and Boy land will have a jubilee
They're gonna build a Toyland all around the Christmas tree
So! You better watch out, you better not cry
Better not pout, I'm telling you why
Santa Claus is comin' to town
 
Now Santa is a busy man, He has no time to play
He's got millions of stockings to fill on Christmas day
You'd better write your letter now
And mail it right away
Because he's getting ready
His reindeer's and his sleigh. So
 
[Chorus]
 
With little tin horns and little toy drums
Rooty toot toots and rummy tum tums
Santa Claus is comin' to town
And curly head dolls that toddle and coo
Elephants, boats, and kiddie cars too
Santa Claus is comin' to town
Then kids in Girl and Boy land will have a jubilee
They're gonna build a Toyland all around the Christmas tree
So! You better watch out, you better not cry
Better not pout, I'm telling you why
Santa Claus is comin' to town",Santa Claus Is Coming to Town,0.846
6969,Gypsy Rumba,"Sometimes the world is a valley of heartaches and tears
And in the hustle and bustle, no sunshine appears
But you and I have our love always there to remind us
There is a way we can leave all the shadows behind us
Volare, oh, oh! Cantare, oh, oh, oh, oh!
Let's fly way up to the clouds, away from the maddening crowds
We can sing in the glow of a star that I know of
Where lovers enjoy peace of mind
Let us leave the confusion and all disillusion behind
Just like birds of a feather a rainbow together we'll find
Volare, oh, oh! Cantare, oh, oh, oh, oh!
No wonder my happy heart sings
Your love has given me wings
Your love has given me wings",Volare,0.67
6970,Gypsy Soul,"It came upon the midnight clear
That glorious song of old
From Angels playing near the earth
To touch their harps of gold

Peace on the earth could will two men
From Heaven's all-gracious King
The world in solemn stillness lay
To hear the Angels sing

And I hear them singing
Sing, I do hear them singing

The first Noel the Angel did say
Was to certain poor shepherds in fields as they lay
In fields where they lay, they keeping their sheep
On a cold winter's night that was so deep",It Came Upon a Midnight Clear,0.287
6971,Gypsy Soul,"Blackbird singing in the dead of night
Take these broken wings and learn to fly
All your life
You were only waiting for this moment to arise

Black bird singing in the dead of night
Take these sunken eyes and learn to see
All your life
You were only waiting for this moment to be free

Blackbird fly, blackbird fly
Into the light of the dark black night.

Blackbird fly, blackbird fly
Into the light of the dark black night.

Blackbird singing in the dead of night
Take these broken wings and learn to fly
All your life
You were only waiting for this moment to arise,
You were only waiting for this moment to arise,
You were only waiting for this moment to arise",Blackbird,0.495
6972,Gypsy Soul,"Very superstitious, writing on the wall
Very superstitious, ladders bout' to fall
Thirteen month old baby, broke the lookin' glass 
Seven years of bad luck, the good things in your past
When you believe in things that you don't understand
Then you suffer
Superstition ain't the way 

Very superstitious, wash your face and hands
Rid me of the problem, do all that you can
Keep me in a daydream, keep me goin' strong
You don't wanna save me, sad is my song 
When you believe in things that you don't understand
Then you suffer
Superstition ain't the way, yeh, yeh 

Very superstitious, nothin' more to say
Very superstitious, the devil's on his way
Thirteen month old baby, broke the lookin' glass
Seven years of bad luck, good things in your past
When you believe in things that you don't understand
Then you suffer, superstition ain't the way, no, no, no",Superstition,0.393
6973,Gyptian,"Yeah, ooh
Ooh no no
I just want you to know
I just want you to know baby

Stana nana nanana
Mmmh just the other day mi say I ran into this beautiful lady
She asked me my name
And I told her its Gyptian
Immediately
She say boy I gotta give you something
From her body
And I said baby quickly
She said don't point it to tell nobody
That I give it to you so easy
I said with me baby
You dont need to worry

She said mmmmh aaaah
She never felt so right
I said yes oh baby
Bring it on me tonight

She said uuuh aaaah
She never felt so right
I said yes oh baby
Bring it on me tonight

A woman of my dreams
Uh recall reality
Heart of my self conciousness
And my immortality
I'm the happiest man in the world
Because I have you for my gal
And I promise you my baby
Im gonna take you on thru through out the road

She said uuuh aaaah
She never felt so right
I said yes oh baby
Bring it on me tonight

She said uuuh aaaah
She never felt so right
I said yes oh baby
Bring it on me tonight

Just the other day say I ran into this beautiful lady
She asked me my name
And I told her its Gyptian
Immediately
She say boy I gotta give you something
From ma body
And I said baby quickly
She said don't point it to tell nobody
That I give it to you so easy
I said with me baby
You don't need to worry

She said ooh
Never felt so right
I said yes yea yea yea
Bring it on Gyptian tonight

Bring it on me",Beautiful Lady,0.728
6974,Gyptian,"Na-ta-tun-teng
Ratta-tatta-tatta-tun-teng
Hold on, young yutes ah den oh

They've been driving shooting people from the back of their cars
Bursting m-16, A-K's and S-L-R's
But with those evilous ways, I know you won't reach far
Soon you will be drowning in your own blood on the tar

But too much beng beng
Show some love a-town
Beng beng
Inna Spanish town
Beng beng
Inna grillage town
An' ah dun ah juvenile wit' no town
Too much beng beng
Show some love a-town
Beng beng! inna Spanish town
Beng beng! inna anna town
An' ah dun ah juvenile wit' no town

I see they're acting, as if they're some sort of movie stars
Al Pacino, Wesley snipes, tom cruise, and escobar
But what about di yutes of tomorrow where do they stand? 
If we as the older ones
Keeps on shooting each other down..? 

But too much beng beng
Show some love a-town
Beng beng
Inna Spanish town
Beng beng
Inna grillage town
An' ah dun ah juvenile wit' no town
Too much beng beng
Show some love a-town
Beng beng! inna Spanish town
Beng beng! inna anna town
An' ah dun ah juvenile wit' no town

I say the time it take
To kill an innocent one.
They put years upon days
And sometimes twice on Sunday
How do you feel
If your own brother blood was taken by, your enemy, Steve?
Who has been looking all around for you!

But too much beng beng
Show some love a-town
Beng beng
Inna Spanish town
Beng beng
Inna grillage town
An' ah dun ah juvenile wit' no town
Too much beng beng
Show some love a-town
Beng beng! inna Spanish town
Beng beng! inna Anna town
An' ah dun ah juvenile wit' no town

They've been driving shooting people from the back of their cars
Bursting m-16, ak's..and slr's
But with those evilous ways..i know you won't reach far
Soon you will be drowning in your own blood..on the tar

Too much beng beng
Show some love a-town
Beng beng
Inna spanish town
Beng beng
Inna grillage town
Beng beng
All around da town
Beng! beng! 
Ratta-tun-teng
Ratta-tun-teng
Ratta-tun-teng
Beng! beng!

Ooh
Oh oh oh",Beng Beng,0.557
6975,Gyptian,"Hello? Hello I hear school girl callin',
Callin' me on my phone
I tell flavor tell them gyptian ain't home
I hear school callin', on my phone
And I tell my friend to tell them that I'm not at home
If they're looking for me, While I'm over here looking at them
I said they're wondering, where I am
While I'm at the studio building new song
I said they want I, to be their man
But they're not the same age as I am
So school girl'.

[Chorus: x2]
Gwan a school go learn di golden rule
And don make no man cum use you turn ya inna foot stool
Gwan a school and take in ya lesson well
Cause soon you can be da manager fi Sandals hotel.

When you check a stack, and ya hear dem whispers back
You see school girl sit down inna conductor lap
You know straight forward say dat him a feel up dat
Inna di song say dese words might sound slack
But it's di real fact, and di true reality
Better tell di older one fi take care of da school pikni (yea)
Mami haffi work hard fi send dem a school
So school girl'.

[Chorus: x2]

Callin', oh yea, I ain't answerin', no way
Because they could be my young sister
Not my sex partner no day, no time
I said the youths are the future
So protect them from pain harm and danger
Youths are the new leaders
To become the new doctors and lawyers
I said the youths are the future to become the new doctors and lawyers
Said the youths are, Said the youths are, are the new leaders oh oh ooh
I say, So school girl'

[Chorus: x2]

Gwan a school, oh yea,
School girl callin', oh yea
Dem nah take no counselin' from me
Dem wan story, me nah able
I hear school girl callin' on ma phone
And I tell my friend to tell them that I'm not at home
If they're looking for me
While I'm over here looking at them
Say they wondering where I am
While I'm at the studio building new song
Say they want I to be their man
But they're not the same age as I am
So school girl gwan a school, oh yea
Say school girl take ya counselin'
Soon ya can take ya score in but now,
You're just a able, oh, oh yea,
School girl callin fa mi, oh oh yea'",School Girl,0.596
6976,Gyptian,"Nuh say these are some serious times
All I can see around us is just violence and crime
Full time for us to centralize, socialize and realize
So, let the sun shine throughout everyday
Let the moon shine through the peaceful night
This is seven times rise
And seven times fall
But I don't really believe in any falling things at all

'Cause life continues as it goes
If you really want to know the truth
Half the truth isn't been told
No no no no no no

So I say, these are some serious times
All I can see around us is just violence and crime
Full time for us to centralize, socialize and realize
So, let the sun shine throughout everyday
Let the moon shine through the peaceful night
This is seven times rise
And seven times fall
But I don't really believe in any falling things at all

'Cause life continues as it goes
If you really want to know the truth
Half the truth isn't been told
No no no no no no

Just sometimes you think its peace and safety
It could be a vast sudden destruction
Said when you wake up this morning
You better give thanks
You don't know if you gonna live
To see tomorrow
Life is much more precious than gold
And if the truth hasn't been told
So I say

These are some serious times
All I can see around us is just violence and crime
Full time for us to centralize, socialize and realize

Say on the corner
Watch how you a hang out on the corner
A stray drive by mi she a gwan pan di corner
On the corner the youths them really naw hold nuh order
A stray them go stray and left the border
'Cause a domino them she them gone out they gone play
And den car come in and shot start to spray
All the innocent lives get taken away
So I say

These are some serious times
All I can see around us is just violence and crime
Full time for us to centralize, socialize and realize
So, let the sun shine throughout everyday
Let the moon shine through the peaceful night
This is seven times rise
And seven times fall
But I don't really believe in any falling things at all

'Cause life continues as it goes
If you really want to know the truth
Half the truth isn't been told
No no no no no no

Just sometimes you think its peace and safety
It could be a vast sudden destruction
Said when you wake up this morning
You better give thanks
You don't know if you gonna live
To see tomorrow
Life is much more precious than gold
And if the truth hasn't been told
So I say

These are some serious times
All I can see around us is just violence and crime
Full time for us to centralize, socialize and realize
Are some serious times
Serious times, serious times",Serious Times,0.507
6977,Gyptian,"Hey 
Na na na na woo woo 
Satnanana woo

Aye take up all me money 
And swounder down de jail
Fly to upon man to meet dis young boy there
Make him influence her fa take a trip down to Spain
Tell me how in the world could this girl be
Me say she come back from Spain
Come back work again 
She have no money fa spend
What a ting
Now have the audacity
To see I passing
Talking about, hi honey do darling
Can I have a very few 
I replied with who ya talking
Me say gal you to bloody wicked ooh (ya cheating)

Me say 
What a women, what a woman, what a woman me care 
She haffa cry back, she haffa cry back fa me
What a women, what a woman, what a woman me care 
She haffa cry back, she haffa cry back fa me 
Aye but I don't want her anymore

Me say dog is just a name, it's not me lifestyle
Listen to me girl child uh oh
Saying things to man fool
Ya check dey wrong file, yes ya check dey wrong file
Cause I don't us to fight again
And dey high life again 
Not another night again 
Betta' ya gwan
Because you use to follow friend
Deep down and gwin
Now you end up just like them see it
Now not ya friend now gal

What a women, what a woman, what a woman me care 
She haffa cry back, she haffa cry back fa me
What a women, what a woman, what a woman me care 
She haffa cry back, she haffa cry back fa me 
Aye, but I don't want her anymore

She body cudda die
Ooh yea yea yea
Ya wudda be so fine
Ooh no no no

Aye, take up all me money 
And swounder down de jail
Fly to upon man tomet dis young boy there
Make him influence her fa take a trip down to Spain
Tell me how in the world could this girl be
Me say she come back from Spain
Come back work again 
She have no money fa spend
What a ting
Now have the audacity
To see I passing
Talking about, hi honey do darling
Can I have a very few 
I replied with who your talking, girl
Me say ya to bloody wicked ooh 

So me say 
What a women, what a woman, what a woman me care 
She haffa cry back, she haffa cry back fa me
What a women, what a woman, what a woman me care 
She haffa cry back, she haffa cry back fa me 
Aye, but I don't want her anymore

Me use to love from first girl
I use to love you from deep in my heart
One thing I have to let you know
This heart of mine ya tear it apart
But I naw gun fall back for ya
I naw gun call to you
If you fall n you need shelter
I naw gun shelter you now girl
That's just the way, that's just the way you make me feel 

So me say
What a woman, what a
What a woman me care
Ooh
Me say gal ya to wicked
Ooh yea yea na na na yea

So me say 
What a women, what a woman, what a woman me care 
She haffa cry back, she haffa cry back fa me
What a women, what a woman, what a woman me care 
Cry back, she haffa cry back fa me 

Oh no no no no 
Oh no no no no 
Oh yea yea yea yea 
Oh no no no oh oh",Take My Money,0.836
6978,Gyptian,"Ganjaman time

Walking through the valley with my chalwa in my hand,
Feel so good to be a real high grade one,
Looking to the field and luckily I see, oh
Oh three good purple trees looking at me,
Puff-puff 
Put ina mi chalwa burn out 30
I take another Jah again

We smoke weed dat's real clear, purple skunk
And if u want High grade let's give yuh, purple skunk
But I love dem weed dat's real clear, purple skunk

and i f you don't want no weed you must be crackhead yuh jung
I smoke the weed in the morning, and I'm smoking weed at noon, oh yeah,
I smoke the weed in the evening
Let's it get da chalis in through

(Grazie a Death Blow per questo testo)",Through the Valley,0.604
6979,Gyptian,"Baby, I love you.
Gyptian love you. 
Na-na-na-na-ho.
I Need you to dance.
Woman I need you, I need you tonight baby.
Baby don't ask me out. 
Or ask me why.
Woman I love you, I love you to my heart. Oh Yeah.
For me sweet darling. 
Never leave from my heart.
Girl I can feel you, 
Yes I can feel you into the wind. Baby.
On the road around the corner the beds and the curves oh yeah.
Girl it's just the way you make me feel, whenever there to 'proaching to ask me.
And for your love girl, I will even take a dive into the sea.
But woman I need you, I need you tonight. Oh yeah.

Your like them food that I eat, Girl I can't do without you.
You said you wanna be a loya, I've neva' doubt you.
I always try to be right by your side wheneva' dem out you.
Now you dis me girl you make a next man now spread out you.
Easy come, easy go, girl you're the one I choose.
I never let you shut me always in the atmis close.
Every night when I am downing over you I bring her out.
I tell you that I love you black woman your now the '

Baby don't ask me out. Or ask me why.
Woman I can feel you, yes I can feel you.
Into the wind, baby.
On the road around the corner the beds and the curves oh yeah.
It's just a sensitive feeling that I feel.
Only the one I love she only can let this feeling reveal.
That's how it is. Girl you alone can do this.
Girl if it's only that you need, I'll go and get it from the be.
I'm for you love in my dare. I will with nothing to take this thing off me.
Cause Woman I need you, I need you tonight. Baby.
Baby don't ask me out, or ask me why.
Woman I love you. (I love you, I love you)
And baby I love you. 
Gyptian love you. (ah)",Woman I Love You,0.615
6980,Gyptian,"I girl I love you so 
Never want you to go 
Haven't I told you that I always I love you 
Haven't I told you that I always I care for you 
Haven't I told you that our lovin' is special 
Haven't I told you I put no one above you 

You'll never know
I love you so
You'll never see 
What you mean to me 
You'll never know
I love you so
You'll never see
What you mean to me

Girl it hurts me inside 
For these silly questions that your askin'
How many time 
I got to say to you that I'm not leavin' 
Girl you've become apart of me 
Without you in my life 
My life would be so incomplete 

You'll never know
I love you so
You'll never see 
What you mean to me 
You'll never know
I love you so
You'll never see
What you mean to me

Remember the time 
That me and you went to visit in my country 
You said you love my lifestyle 
And my happy living family 
Girl don't let your friends tell you that I'm chating 

They just want to lie on me 
They just want to separate me away from my queen 
But 

You'll never know
I love you so
You'll never see 
What you mean to me 
You'll never know
I love you so
You'll never see
What you mean to me

Haven't I told you that I always I love you 
Haven't I told you that I always I care for you 
Haven't I told you that our lovin' is special 
Haven't I told you I put no one above you 

You'll never know
I love you so
You'll never see 
What you mean to me 
You'll never know
I love you so
You'll never see
What you mean to me 

Girl it hurts me inside 
For these silly questions that your askin'
How many time 
I got to say to you that I'm not leavin' 
Girl you've become apart of me 
Without you in my life 
My life would be so incomplete 

You'll never know 
I love you so 
You'll never see
What you mean to me",You Never Know,0.643
6981,Gyptian,"I can feel your pain
Oh oh yeah, Oh oh yeah
Mmm

Lady I can feel your pain
Even If you're thousands miles away
Oh Oh, oh oh
Girl I Can remember those days
When loneliness was right in front your face
Oh Oh, oh oh
I can erase those pains away
No more loneliness staring in ya face
Oh Oh, oh oh

Let me make love to you
Let me talk to you
Let me treat to you
Let me show you
The way your man should treat a lady
That's the way you should be treated
Girl
Relax your mind, no more nine to five
I'm gonna treat you right
Gonna show you the life
Any day your right my baby
We'll start a family

I can feel your pain
Even If you're thousands miles away
Oh Oh, oh oh
Girl I can remember those days
When loneliness was right in front your face
Oh Oh, oh oh

Baby I can feel your pain
Oh Oh
Oh uh oh oh oh
Mm mmm mm

Girl, do you wanna joy ride with me
Do you wanna oo when the sunrise with me
Do you wanna see me everyday

'Cause I wanna see you
From a distance girl
I can feel you
I wanna show you the things I wanna
To show my dreams lady, lady
Oh uh oh oh oh
Oh oh, oh oh

Girl I can feel your pain
Even If your thousands miles away
Oh Oh, oh oh
Baby I remember those days
When loneliness was right be on your face
Oh Oh, oh oh
Those days I can erase
No more loneliness staring in your face
Oh Oh uh oh oh

I can feel your pain

These are words with me
I'll show you I can fulfill your fantasies
Girl just be true
That's all I want you to be
Is just be real true for me oh

I can feel your pain
Even If your thousands miles away
Oh Oh, oh oh
Baby, I can erase those pains away
Oh oh, oh oh
Baby, I can feel your pain
I can feel your pain",I Can Feel Your Pain,0.298
6982,Gyptian,"How, I hear school girl calling
Calling me on my phone
I tell fi ever tell dem Gyptian ain't home
I hear school girl calling on my phone
And I tell my friend fi tell dem that I'm not at home
Hear they lookin' for me
While I'm over here lookin' at dem
I saw their wonderin' where I am
While I'm at the studio buildin' new song
I said they want I to be their man
But they're not the same age as I am
So school girl
Gwan ah school and learn the golden rule
And nuh mek nuh man come use yuh turn yuh inna foot stool
Gwan guh and school tek in yuh lesson well
Cause soon you can be the manager fi Sandals Hotel
Gwan ah school and learn the golden rule
And nuhmek nuh man come use yuh turn yuh inna foot stool
Gwan guh and school tek in yuh lesson well
Cause soon you can be the manager fi Sandals Hotel
When you check a stock
In a highhills school pack
Yuh see school girl sit down inna conductor lap
Yuh kno straight forward seh dat him a feel up dat
Inna di song mi say these words why it sound slack
But it's the real fact and the true reality
Mi ah tell the older one dem fi tek care of the school pickney yay
Mommy haffi work hard fi send dem ah school
So school girl
Caw
Oh yeah I ain't answerin. No way Because they can
Be my young sisteren.
Not my sex partner No dayNo Time
Jah said The Youths are the future.So protect dem from pain,
Harm and danger
Youths are the new leadersto become
The new doctors and lawyers
I said youths are the future
To become the new doctor
And lawyers. Said the youths are. 
Said the youth
Are, are the new leaders

So school girl
Gwan ah school (oh yeah)
School girl calling (oh yeah)
Dem naw tek no counseling from mi
Dem want score mi, mi nuh able
I hear school girl calling (on my phone)
And I tell my friend to tell dem that (I'm not at home)
Theyve been looking for me
While I'm overlooking at dem
Say their wondering where I am
While I'm at the studio buildin' new song
Say they want I to be their man
But they not the same age as I am
So school girl gwan ah school
Oh
School girl tek yuh counseling
Soon you can tek yuh scorin'
But no your just not able
Oh, oh yeah, oh yeah
School girl calling for me
Yeah ah ah ah",Call Gyptian,0.963
6983,Gyptian,"Nah let go, no
Nah let go, no
Ooh yeah lemme sing
Said I want I want you
Said I want to I want to
I'll give you some time
Even a little wine

She say she nah let go
No matter how far meh go
She say she rather be there so
And she nah mek no joke
She say she nah let go
No matter how far meh go
She say she rather be there so
And she nah run no joke

Tell me how you bend and move like an acrobat
When how tell me how you do that
Babe I never seen you move like a gymnastic
And your moves are fine and fantastic
Random girl your body is incredible
Spin on my hole like a turn table
You turn suh and give me the drop and wine
And you open up my eyes wide one more time

Nah let go
No matter how far meh go
She say she rather be there so
And she nah mek no joke
She say she nah let go
No matter how far meh go
She say she rather be there so
And she nah run no joke

Like a hundred degrees clock
Wine like that, girl baby wine and stop
Wonder where get style like that
Me you tell em meh nah wan see you stop girl
Get shape like beer bottle
Hold a bottle shape leh yuh beer stable
Nough gyal out around like you
But them wudda had instead me a follow you

Nah let go
No matter how far meh go
She say she rather be there so
And she nah mek no joke
She say she nah let go
No matter how far meh go
She say she rather be there so
And she nah run no joke

I've never ever seen another girl wine this way
And don't you even bother to get her number
Because the sexy girl is with me

Nah let go
No matter how far meh go
She say she rather be there so
And she nah mek no joke
She say she nah let go
No matter how far meh go
She say she rather be there so
And she nah run no joke
Nah let go

No matter how far meh go
She say she rather be there so
And she nah mek no joke
She say nah let go
No matter how far meh go
She say she rather be there so
And she nah run no joke, nah, nah, nah",Nah Let Go,0.606
6984,Gyptian,"Yeah, oh, yeah
Gyal, whats say you want get a whining,
You move so fast and you still got your timing,
You move so fast gyal do on your lose skin,
And your moves dem really intestify,
How you twine up and twist up my mind so,
When you bend down and grab up you anger,
A low easy ting, (kiss your teeth)
Me have the members I'm the one for the real on the either ting,

Me have to ease it, yes me have to ease it, 
Me have to ease it and dude she a tese meh, 
Me have for ease it yes we have to ease it, 
Yes me have to ease it at all she haffi tease me 

How you ba whine up and touch up yourself so,
Like you wont get me rude and touch me so,
Dis is a splits bed dat I see you do

One question for me girl asking you,
Tell me how you do it gyal tell me how you do it
How you do it gyal tell me how you do it
How you do it gyal tell me how you do it
Do you whine and tease every man on de streets gyal

Me have to ease it, yes me have to ease it, 
Me have to ease it and dude she a tese meh, 
Me have for ease it yes we have to ease it, 
Yes me have to ease it at all she haffi tease me

Yeah, oh, yeah, wow, yeah, intensify",Tease Me (Haffi Easy),0.795
6985,Gyptian,"Gyal me wann fi hold yuh put me arms right around ya
Gyal you give me the tightest hold me eva get in, n' my life

Gyal me wann fi just squeeze yah put me tings right around ya
Gyal you give me the tightest hold me eva get in, in my life

Me eye dem dry and me nuh care
Mi tek it anytime and anywhere
Inna de square
So me nuh care
And as a woman I will be dere

Mi wanna girl who go tek care of me
Me want a gyal who cyan wine pon me
Really good
And mek mi feel it
Show me that you can girl

Gyal me wann fi hold yuh
Put me arms right around ya
Gyal you give me the tightest grip me eva seen inna my life

Gyal me jus' wan fi just hold yuh
Put me ting right around ya
Gyal you give me tightest hold me eva seen inna mi life

Life ah past by everbady like woooo woo wooo wooo
Gyal on me back and she a boom boom boom boom
Gime the mekka van and the fat tun tun tun
Me na rampaz mi nozzle and get my boom boom

She de move outta control
Is more fire she want in her soul
She say more pon more and still she groan
And stay me want apply more

Gyal me wann fi hold yuh
Put me arms right around ya
Gyal you give me the tightest hold me eva get inna my life

Gyal me jus' wan fi hold yuh
Put me arms right around ya
Gyal you give me the tightest hold me eva seen inna my life

Life ah past by pon roo room room room
Gyal pon me back and she a boom boom
In the maca van 95 boom boom
Me na ramp when mi fi get mi goods.

She de move outta control
Ah more fire she want in her soul
She say more pon more and still she groan
And stay me want apply more

Gyal me wann fi hold yuh
Put me deeds right around ya
Gyal you give me the tightest hold me eva seen inna my life

Gyal mi jus wann fi hold yuh
Put me arms right around ya
Gyal you give me the tightest hold me eva seen inna my life

Gyal me wann fi just squeeze yuh
Put me ting right around ya
Gyal you give me tightest hold me eva seen inna mi life oh

Me eye dem dry and me na care
Me tek it anytime and anywhere
Inna de square
So me na care
And as a woman I will be there

Mi wanna gyal who go tek you away
Mi want a gyal who cyan wine pon me
Really gooddd
And mek mi feel it
Show me that you can girl

Gyal me wann fi hold yuh
Put me arms right around ya
Gyal you give me the tightest grip me eva git inna my life

Gyal me wann juss fi hold yuh
Put me ding right around ya
Gyal you give me tightest hold me eva seen inna mi life

Oh oh oh
Oh yea whoa
Oh yeah whoa

Hold yuh
Right round yuh
My life
Right round yuh

My life",To Be Held,0.331
6986,Gyptian,"Girls dem ah whine all over
Calling I man fi come over
Dem ah whine, dem ah whine, dem ah bounce and ah style, style
And me say girls from over keep whining
Di girls dem me ah calling
Like how me do me song dem ah so me have gal pan mi mind
Dem love it when me whine it, whine it, whine it nonstop
Me nuh business who want fi see and chat
Love it wen dem whine, and twist, and catch it
And do it, like that, like that, like that
Girls from all over keep on calling
Like a rush hour she wanna keep rushing in
Inna me room every gal come sit back, yes dem relax
Them love it when I do it, upset when I don't
Them love it when they call I don't answer the phone
Talk a bag of things on the net, on the phone
Say they wanna leave me but they wont leave me alone
They love because I'm cool
They love to say I'm smooth
And they love the things I do
I make them feel beautiful
Oh yea, oh yeah
Girls from all over keep on calling
Like a rush hour show dem keep rushing in
Inna me room every gal come sit back, yes dem relax
Them love it when I do it, upset when I don't
Them love it when they call I don't answer the phone
Talk a bag things, on the net, on the phone
They say wanna leave me but they wont leave me alone
Wine for me my lady, show me that you love me
Do the things I wanna do for me
Everything just ask if my baby
You know that you are my number one woman, you are my lady
Girls from all over keep on calling
Like a rush hour show dem keep rushing in
Inna me room every gal come sit back, yes dem relax
Them love it when I do it, upset when I don't
Them love it when they call I don't answer the phone
Talk a bag things, on the net, on the phone
Say they wanna leave me but they wont leave me alone
Never let go, never let go
Never let go, never let go
Never let go, never let go
Never let go, never let go
Girls from all over keep on calling
Like a rush hour show dem keep rushing in
Inna me room every gal come sit back, yes dem relax
Them love it when I do it, upset when I don't
Them love it when they call I don't answer the phone
Talk a bag things, on the net, on the phone
Say they wanna leave me but they wont leave me alone
Center of addiction
Knocks me off my feet
Center of attraction
Gotta come and see
Center of addiction",All Over,0.793
6987,Gyptian,"Yo Russian
Yo she wine pon one hand

A who you
Tell me a who you
Baby how you look so cool
A who you
Tell me a who you girl
A who you
Wooi lad ah bwoii

I want you to wine slow for me
Tic toc for me
Baby you drop it like dat
I want you to move slow to me
Cautiously, baby I love it like dat
'Cause when you dress up in you two piece & short shorts
Baby you really look good
I got ask you what you use on your skin
Baby tell me how you skin so smooth

'Cause when you wine slow on me
You tic tock on me
Baby I love it like dat
I want you move hard on me
Move cautiously
Baby sometimes on the spot

You skin real tight
You are my type
Believe me, believe me
I got a hook onto you
I don't know what I would do
Girl if you leave me
You hear me

Wine slow on me
You tic tock on me
Baby I love it like dat
I want you move hard on me
Move cautiously
Baby sometimes on the spot

Want you to wine slow for me
Tic tock for me
Baby you drop it like dat
I want you to move slow to me
Cautiously, baby I love it like dat

'Cause when you dress up in you two piece & short shorts
Baby you really look good
I got ask you what you use on your skin
Baby tell me how you skin so smooth

'Cause when you wine slow on me
You tic tock on me
Baby I love it like dat
I want you move hard on me
Move cautiously
Baby sometimes on the spot

Lala lala lala lala lala",Wine Slow,0.425
